repository_owner,repository_uri,overall_score,quality_score,maintainability_score,popularity_score,style_errors_per_nloc,security_notes_per_nloc,security_warnings_per_nloc,security_errors_per_nloc,subscribers_count_by_age,stargazers_count_by_age,forks_count_by_age,average_cyclomatic_complexity_for_repo_pct
Creepsky_creepMiner,https://github.com/Creepsky/creepMiner,43.1,95.69,32.2,1.4,0.052,0.004,0.0,0.0,0.02,0.09,0.04,3.49
timscaffidi_ofxVideoRecorder,https://github.com/timscaffidi/ofxVideoRecorder,43.09,88.41,40.6,0.27,0.15,0.004,0.0,0.004,0.0,0.06,0.03,0.83
coelckers_prboom-plus,https://github.com/coelckers/prboom-plus,43.08,97.08,31.18,0.97,0.008,0.01,0.0,0.002,0.01,0.09,0.05,5.45
AirVPN_Eddie,https://github.com/AirVPN/Eddie,43.05,98.3,30.08,0.78,0.012,0.002,0.0,0.0,0.01,0.1,0.02,4.0
nbsdx_ThreadPool,https://github.com/nbsdx/ThreadPool,42.97,93.47,34.63,0.8,0.094,0.0,0.0,0.0,0.01,0.11,0.02,2.13
agraef_pure-lang,https://github.com/agraef/pure-lang,42.96,94.62,33.48,0.78,0.016,0.006,0.001,0.001,0.01,0.13,0.01,3.89
ha7ilm_qtcsdr,https://github.com/ha7ilm/qtcsdr,42.95,94.76,32.69,1.39,0.073,0.002,0.0,0.0,0.02,0.12,0.03,1.94
jcelerier_libremidi,https://github.com/jcelerier/libremidi,42.9,98.16,29.85,0.69,0.018,0.001,0.0,0.0,0.01,0.09,0.01,3.06
Zardinality_TF-deformable-conv,https://github.com/Zardinality/TF-deformable-conv,42.89,98.48,29.48,0.72,0.011,0.0,0.0,0.0,0.01,0.07,0.02,4.04
Totoro97_Vid2Curve,https://github.com/Totoro97/Vid2Curve,42.88,96.46,30.36,1.82,0.038,0.005,0.0,0.0,0.02,0.26,0.05,3.91
AvtechScientific_ASL,https://github.com/AvtechScientific/ASL,42.86,96.4,31.46,0.72,0.05,0.0,0.0,0.0,0.01,0.07,0.02,1.77
Soverance_EtherealLegends,https://github.com/Soverance/EtherealLegends,42.86,97.42,30.38,0.78,0.037,0.0,0.0,0.0,0.01,0.1,0.02,0.91
AprilRobotics_apriltag_ros,https://github.com/AprilRobotics/apriltag_ros,42.84,98.81,28.09,1.62,0.007,0.0,0.0,0.0,0.01,0.14,0.13,3.68
slightech_MYNT-EYE-VINS-Sample,https://github.com/slightech/MYNT-EYE-VINS-Sample,42.84,97.06,30.66,0.81,0.034,0.003,0.0,0.0,0.01,0.08,0.03,2.79
moononournation_Arduino_GFX,https://github.com/moononournation/Arduino_GFX,42.83,98.38,28.89,1.24,0.014,0.001,0.0,0.0,0.01,0.22,0.05,3.28
kensuke_How-to-Miracast-on-AOSP,https://github.com/kensuke/How-to-Miracast-on-AOSP,42.83,99.05,28.16,1.27,0.002,0.003,0.0,0.0,0.02,0.06,0.03,3.23
noxrepo_nox,https://github.com/noxrepo/nox,42.83,97.31,30.46,0.72,0.017,0.011,0.0,0.001,0.01,0.04,0.03,2.91
schreibfaul1_ESP32-audioI2S,https://github.com/schreibfaul1/ESP32-audioI2S,42.79,87.94,38.21,2.22,0.106,0.014,0.0,0.011,0.02,0.32,0.09,1.85
torch-js_torch-js,https://github.com/torch-js/torch-js,42.77,93.67,33.66,0.97,0.087,0.007,0.0,0.0,0.01,0.16,0.03,1.36
Avamander_arduino-tvout,https://github.com/Avamander/arduino-tvout,42.74,97.99,29.38,0.85,0.021,0.0,0.0,0.0,0.01,0.1,0.03,3.21
lemire_SIMDCompressionAndIntersection,https://github.com/lemire/SIMDCompressionAndIntersection,42.7,98.99,28.32,0.8,0.001,0.002,0.0,0.0,0.01,0.11,0.02,4.17
CNES_MAJA,https://github.com/CNES/MAJA,42.7,98.42,28.89,0.8,0.013,0.006,0.0,0.0,0.01,0.11,0.02,1.94
M5ez_M5ez,https://github.com/M5ez/M5ez,42.67,98.03,28.27,1.71,0.009,0.001,0.0,0.0,0.02,0.24,0.04,6.66
unix-ninja_hackersandbox,https://github.com/unix-ninja/hackersandbox,42.66,92.57,34.79,0.63,0.013,0.004,0.002,0.001,0.01,0.06,0.01,1.38
MIT-SPARK_Kimera-RPGO,https://github.com/MIT-SPARK/Kimera-RPGO,42.64,98.31,27.0,2.61,0.008,0.002,0.0,0.001,0.03,0.27,0.09,3.45
Kitware_VeloView,https://github.com/Kitware/VeloView,42.63,98.03,28.3,1.57,0.021,0.0,0.0,0.0,0.02,0.11,0.06,3.04
cnr-isti-vclab_piccante,https://github.com/cnr-isti-vclab/piccante,42.61,96.46,30.64,0.74,0.037,0.007,0.0,0.0,0.01,0.08,0.02,3.68
zeruniverse_Gesture_Recognition,https://github.com/zeruniverse/Gesture_Recognition,42.58,92.35,35.25,0.16,0.064,0.0,0.001,0.0,0.0,0.04,0.02,3.19
repaper_gratis,https://github.com/repaper/gratis,42.54,95.5,31.26,0.85,0.004,0.016,0.0,0.007,0.01,0.07,0.04,3.83
potassco_clingo,https://github.com/potassco/clingo,42.53,98.01,28.56,1.02,0.018,0.002,0.0,0.0,0.01,0.18,0.03,3.55
lllyasviel_AppearanceEraser,https://github.com/lllyasviel/AppearanceEraser,42.53,95.64,30.71,1.25,0.039,0.017,0.0,0.0,0.01,0.29,0.03,4.23
jessey-git_fx-gltf,https://github.com/jessey-git/fx-gltf,42.53,98.06,28.45,1.1,0.02,0.001,0.0,0.0,0.01,0.22,0.03,2.94
HaxeFoundation_hxcpp,https://github.com/HaxeFoundation/hxcpp,42.52,93.25,33.38,0.94,0.087,0.007,0.0,0.0,0.01,0.08,0.05,3.47
gtcasl_gpuocelot,https://github.com/gtcasl/gpuocelot,42.49,95.24,31.49,0.74,0.009,0.004,0.001,0.001,0.01,0.08,0.02,3.62
namazso_IDAShell,https://github.com/namazso/IDAShell,42.49,98.19,26.67,2.62,0.002,0.003,0.0,0.0,0.02,0.71,0.03,7.55
mscdex_sipster,https://github.com/mscdex/sipster,42.44,97.75,28.93,0.63,0.023,0.001,0.0,0.0,0.01,0.06,0.01,3.49
drycpp_lmdbxx,https://github.com/drycpp/lmdbxx,42.43,98.13,28.31,0.85,0.008,0.015,0.0,0.0,0.01,0.1,0.03,2.43
tonioni_WinUAE,https://github.com/tonioni/WinUAE,42.42,96.25,30.27,0.74,0.01,0.011,0.0,0.004,0.01,0.08,0.02,5.06
wh201906_Proxmark3GUI,https://github.com/wh201906/Proxmark3GUI,42.41,93.18,31.46,2.6,0.095,0.003,0.0,0.0,0.02,0.47,0.1,2.4
demi6od_Smashing_The_Browser,https://github.com/demi6od/Smashing_The_Browser,42.37,93.87,31.56,1.68,0.083,0.004,0.0,0.0,0.02,0.16,0.06,2.53
linrongbin16_way-to-algorithm,https://github.com/linrongbin16/way-to-algorithm,42.34,96.33,29.81,0.87,0.038,0.001,0.0,0.0,0.01,0.08,0.04,5.74
lemire_FastPFor,https://github.com/lemire/FastPFor,42.33,98.53,27.44,1.04,0.006,0.001,0.0,0.0,0.01,0.19,0.03,5.13
skovaka_UNCALLED,https://github.com/skovaka/UNCALLED,42.29,95.5,30.24,1.13,0.013,0.002,0.001,0.0,0.01,0.27,0.02,3.4
timhutton_opengl-canvas-wasm,https://github.com/timhutton/opengl-canvas-wasm,42.28,98.56,27.32,0.95,0.02,0.0,0.0,0.0,0.01,0.18,0.02,0.7
lizhenghn123_zl_threadpool,https://github.com/lizhenghn123/zl_threadpool,42.26,94.71,30.75,1.31,0.058,0.015,0.0,0.0,0.01,0.16,0.08,3.3
CastellanZhang_alphaFM,https://github.com/CastellanZhang/alphaFM,42.26,90.44,33.77,2.58,0.133,0.006,0.0,0.0,0.02,0.36,0.13,2.91
me-no-dev_ESPAsyncTCP,https://github.com/me-no-dev/ESPAsyncTCP,42.23,89.0,34.84,2.86,0.159,0.005,0.0,0.0,0.03,0.26,0.13,1.94
slederer_DASHEncoder,https://github.com/slederer/DASHEncoder,42.23,89.94,36.11,0.63,0.088,0.016,0.0,0.009,0.01,0.06,0.01,0.77
Lyoko-Jeremie_Pcap_DNSProxy,https://github.com/Lyoko-Jeremie/Pcap_DNSProxy,42.22,92.86,32.44,1.36,0.083,0.022,0.0,0.001,0.01,0.15,0.09,0.57
zouxiaohang_TinySTL,https://github.com/zouxiaohang/TinySTL,42.2,85.7,36.55,4.35,0.213,0.003,0.0,0.0,0.04,0.54,0.19,1.45
timeweb_ddosdetector,https://github.com/timeweb/ddosdetector,42.19,95.79,30.07,0.72,0.046,0.007,0.0,0.0,0.01,0.07,0.02,4.11
vipjeffreylee_QQrobot,https://github.com/vipjeffreylee/QQrobot,42.14,88.44,36.22,1.75,0.169,0.003,0.0,0.0,0.02,0.13,0.08,2.04
GSORF_Visual-GPS-SLAM,https://github.com/GSORF/Visual-GPS-SLAM,42.1,93.94,31.31,1.05,0.057,0.021,0.0,0.001,0.01,0.13,0.05,3.89
koide3_hdl_people_tracking,https://github.com/koide3/hdl_people_tracking,42.09,94.9,30.71,0.64,0.069,0.0,0.0,0.0,0.0,0.14,0.06,3.09
jiangzc_CuteTranslation,https://github.com/jiangzc/CuteTranslation,42.09,97.33,28.12,0.82,0.017,0.007,0.0,0.001,0.01,0.15,0.01,4.0
joshnishikawa_MIDIcontroller,https://github.com/joshnishikawa/MIDIcontroller,42.04,89.4,36.08,0.63,0.132,0.027,0.0,0.0,0.01,0.06,0.01,2.34
checkcheckzz_coding-questions,https://github.com/checkcheckzz/coding-questions,42.03,95.66,29.31,1.12,0.047,0.002,0.0,0.0,0.01,0.13,0.06,5.85
adamyaxley_Obfuscate,https://github.com/adamyaxley/Obfuscate,41.96,94.18,30.33,1.39,0.084,0.0,0.0,0.0,0.01,0.26,0.06,1.85
alphaonex86_Ultracopier,https://github.com/alphaonex86/Ultracopier,41.96,92.98,32.17,0.72,0.094,0.004,0.0,0.0,0.01,0.07,0.02,3.4
GameTechDev_MetricsGui,https://github.com/GameTechDev/MetricsGui,41.9,98.42,26.47,0.8,0.004,0.005,0.0,0.0,0.01,0.14,0.01,5.13
hku-mars_ikd-Tree,https://github.com/hku-mars/ikd-Tree,41.89,97.29,25.22,3.16,0.014,0.02,0.0,0.0,0.02,0.61,0.14,3.21
wh200720041_ssl_slam2,https://github.com/wh200720041/ssl_slam2,41.83,92.75,28.46,4.29,0.1,0.002,0.0,0.0,0.03,0.88,0.15,3.19
WasmVM_WasmVM,https://github.com/WasmVM/WasmVM,41.8,95.31,29.31,0.78,0.06,0.008,0.0,0.0,0.01,0.1,0.02,1.64
zeromq_zeromq4-1,https://github.com/zeromq/zeromq4-1,41.8,96.48,28.04,0.88,0.027,0.017,0.0,0.0,0.01,0.05,0.05,3.91
marooncn_learning_note,https://github.com/marooncn/learning_note,41.79,90.25,34.34,0.79,0.131,0.003,0.0,0.0,0.01,0.07,0.03,5.34
tongtzeho_PKUCourse,https://github.com/tongtzeho/PKUCourse,41.77,84.93,34.54,5.84,0.156,0.015,0.001,0.002,0.04,0.99,0.27,2.43
google_double-conversion,https://github.com/google/double-conversion,41.74,99.45,23.52,2.26,0.0,0.0,0.0,0.0,0.02,0.34,0.09,2.74
DFHack_stonesense,https://github.com/DFHack/stonesense,41.72,91.06,33.4,0.69,0.117,0.008,0.0,0.0,0.01,0.09,0.01,4.38
gasevi_pyreclab,https://github.com/gasevi/pyreclab,41.72,93.93,30.54,0.7,0.083,0.001,0.0,0.0,0.01,0.06,0.02,3.13
Gramps_GodotSteam,https://github.com/Gramps/GodotSteam,41.68,88.45,34.35,2.25,0.164,0.003,0.0,0.002,0.02,0.5,0.04,0.0
tensorflow_ngraph-bridge,https://github.com/tensorflow/ngraph-bridge,41.62,93.16,30.57,1.12,0.006,0.001,0.002,0.0,0.01,0.13,0.06,3.38
percona_PerconaFT,https://github.com/percona/PerconaFT,41.6,93.81,27.94,3.05,0.006,0.032,0.001,0.001,0.05,0.17,0.04,3.64
garyyu_WebRTC_VoiceEngine,https://github.com/garyyu/WebRTC_VoiceEngine,41.51,91.93,32.45,0.14,0.07,0.049,0.0,0.0,0.0,0.03,0.02,3.45
andrewwillmott_splines-lib,https://github.com/andrewwillmott/splines-lib,41.5,98.53,24.43,1.55,0.009,0.003,0.0,0.0,0.02,0.23,0.02,3.55
SimonKagstrom_emilpro,https://github.com/SimonKagstrom/emilpro,41.49,95.97,27.93,0.59,0.043,0.006,0.0,0.001,0.01,0.04,0.01,2.66
alex-berard_multivec,https://github.com/alex-berard/multivec,41.48,91.1,32.68,0.68,0.011,0.017,0.002,0.002,0.01,0.05,0.02,3.83
TonyChen56_HackerTools,https://github.com/TonyChen56/HackerTools,41.45,92.19,28.97,3.2,0.058,0.002,0.001,0.001,0.02,0.43,0.2,3.53
fbergama_pigfx,https://github.com/fbergama/pigfx,41.43,96.93,26.05,1.3,0.013,0.012,0.0,0.001,0.02,0.11,0.02,5.83
xiexiexx_Planet,https://github.com/xiexiexx/Planet,41.37,96.7,25.64,1.76,0.029,0.0,0.0,0.0,0.02,0.23,0.05,7.06
chokkan_crfsuite,https://github.com/chokkan/crfsuite,41.32,94.93,27.95,1.07,0.046,0.012,0.0,0.001,0.01,0.14,0.05,5.13
skorokithakis_A6lib,https://github.com/skorokithakis/A6lib,41.3,92.14,31.07,0.7,0.015,0.03,0.0,0.013,0.01,0.06,0.02,2.13
nvpro-samples_vk_order_independent_transparency,https://github.com/nvpro-samples/vk_order_independent_transparency,41.3,97.52,24.93,1.45,0.026,0.0,0.0,0.0,0.02,0.18,0.02,3.94
ankurhanda_SceneNetv1.0,https://github.com/ankurhanda/SceneNetv1.0,41.28,93.04,30.18,0.61,0.025,0.013,0.001,0.003,0.01,0.05,0.01,3.17
open-eid_chrome-token-signing,https://github.com/open-eid/chrome-token-signing,41.26,93.29,29.71,0.79,0.028,0.006,0.001,0.001,0.01,0.07,0.03,6.62
delfrrr_delaunator-cpp,https://github.com/delfrrr/delaunator-cpp,41.26,95.29,27.2,1.3,0.018,0.005,0.001,0.0,0.01,0.25,0.05,1.98
WebAssembly_wasm-c-api,https://github.com/WebAssembly/wasm-c-api,41.26,95.81,24.68,3.3,0.005,0.05,0.0,0.0,0.05,0.29,0.04,4.87
stefankueng_tools,https://github.com/stefankueng/tools,41.22,93.66,29.22,0.78,0.036,0.002,0.001,0.0,0.01,0.1,0.02,5.15
ValveSoftware_csgo-demoinfo,https://github.com/ValveSoftware/csgo-demoinfo,41.2,90.74,30.69,2.17,0.104,0.03,0.0,0.0,0.03,0.19,0.05,3.85
femto-dev_femto,https://github.com/femto-dev/femto,41.19,94.13,29.38,0.07,0.056,0.023,0.0,0.0,0.0,0.03,0.01,4.51
shines77_RingQueue,https://github.com/shines77/RingQueue,41.05,92.3,30.2,0.65,0.031,0.032,0.001,0.0,0.01,0.04,0.02,4.91
hwwang55_DKN,https://github.com/hwwang55/DKN,41.03,94.87,26.5,1.7,0.005,0.061,0.0,0.0,0.01,0.28,0.1,6.38
renshan_game,https://github.com/renshan/game,40.99,88.12,33.77,1.09,0.091,0.001,0.002,0.0,0.01,0.05,0.08,1.0
tlorach_OpenGLText,https://github.com/tlorach/OpenGLText,40.96,93.4,29.48,0.0,0.045,0.021,0.0,0.005,0.0,0.03,0.0,3.21
HoerTech-gGmbH_openMHA,https://github.com/HoerTech-gGmbH/openMHA,40.95,97.3,24.23,1.31,0.03,0.005,0.0,0.0,0.02,0.08,0.03,2.3
nickgildea_fast_dual_contouring,https://github.com/nickgildea/fast_dual_contouring,40.9,95.33,26.68,0.67,0.053,0.011,0.0,0.0,0.01,0.08,0.01,2.94
vegard_prog-fuzz,https://github.com/vegard/prog-fuzz,40.89,93.09,28.93,0.67,0.038,0.047,0.0,0.002,0.01,0.08,0.01,5.0
zeux_qgrep,https://github.com/zeux/qgrep,40.81,91.2,31.06,0.17,0.061,0.012,0.001,0.001,0.0,0.08,0.01,4.62
OpenGenus_quark,https://github.com/OpenGenus/quark,40.75,89.51,29.91,2.81,0.072,0.028,0.001,0.001,0.03,0.4,0.08,4.85
bsdnoobz_opencv-code,https://github.com/bsdnoobz/opencv-code,40.57,94.86,25.91,0.94,0.058,0.0,0.0,0.0,0.01,0.08,0.05,6.87
portumo_chinese-bankCard-idcard-recognition,https://github.com/portumo/chinese-bankCard-idcard-recognition,40.56,89.58,31.78,0.31,0.131,0.01,0.0,0.002,0.0,0.08,0.03,3.06
csquared_arduino-restclient,https://github.com/csquared/arduino-restclient,40.54,87.88,33.4,0.34,0.162,0.02,0.0,0.0,0.0,0.06,0.04,2.23
ThomasHabets_simple-tpm-pk11,https://github.com/ThomasHabets/simple-tpm-pk11,40.53,89.37,31.55,0.67,0.005,0.012,0.003,0.001,0.01,0.08,0.01,3.36
ANSSI-FR_ORADAD,https://github.com/ANSSI-FR/ORADAD,40.51,96.87,23.87,0.78,0.004,0.01,0.0,0.002,0.01,0.1,0.02,7.81
leios_simuleios,https://github.com/leios/simuleios,40.47,93.07,27.59,0.74,0.093,0.001,0.0,0.0,0.01,0.08,0.02,4.15
ggerganov_imgui-ws,https://github.com/ggerganov/imgui-ws,40.4,95.69,24.39,1.12,0.01,0.035,0.0,0.0,0.01,0.23,0.03,8.19
gabraham_flashpca,https://github.com/gabraham/flashpca,40.32,93.96,26.91,0.09,0.076,0.002,0.0,0.0,0.0,0.04,0.01,4.96
clearly-broken-software_ninjas2,https://github.com/clearly-broken-software/ninjas2,40.3,92.86,27.35,0.69,0.081,0.012,0.0,0.0,0.01,0.09,0.01,5.91
hvfrancesco_lpmt,https://github.com/hvfrancesco/lpmt,40.22,94.29,25.79,0.59,0.068,0.0,0.0,0.0,0.01,0.04,0.01,6.49
facebookarchive_phpembed,https://github.com/facebookarchive/phpembed,40.17,88.82,31.13,0.57,0.112,0.052,0.0,0.0,0.01,0.03,0.01,4.51
gdbinit_EFISwissKnife,https://github.com/gdbinit/EFISwissKnife,40.07,97.33,22.15,0.72,0.023,0.001,0.0,0.0,0.01,0.07,0.02,5.57
nicolov_simple_slam_loop_closure,https://github.com/nicolov/simple_slam_loop_closure,40.03,95.61,24.36,0.13,0.03,0.017,0.0,0.0,0.0,0.06,0.01,7.32
songrun_SeamAwareDecimater,https://github.com/songrun/SeamAwareDecimater,39.98,94.66,24.16,1.12,0.057,0.0,0.0,0.0,0.01,0.23,0.03,8.21
fahickman_r128,https://github.com/fahickman/r128,39.89,98.83,20.24,0.6,0.008,0.005,0.0,0.001,0.01,0.08,0.0,0.0
scheckmedia_CameraControllerApi,https://github.com/scheckmedia/CameraControllerApi,39.87,87.77,31.25,0.59,0.153,0.012,0.0,0.002,0.01,0.04,0.01,4.34
HiFi-LoFi_AudioFFT,https://github.com/HiFi-LoFi/AudioFFT,39.87,98.58,20.96,0.07,0.002,0.01,0.0,0.0,0.0,0.03,0.01,3.55
telehash_telehash-c,https://github.com/telehash/telehash-c,39.79,91.95,26.84,0.59,0.091,0.022,0.0,0.0,0.01,0.04,0.01,4.34
kantuni_Codeforces,https://github.com/kantuni/Codeforces,39.78,94.24,24.89,0.2,0.06,0.0,0.0,0.0,0.0,0.06,0.02,9.3
latonita_arduino-canbus-monitor,https://github.com/latonita/arduino-canbus-monitor,39.72,91.25,26.6,1.31,0.019,0.001,0.002,0.001,0.02,0.08,0.03,6.91
osxmidi_LinVst,https://github.com/osxmidi/LinVst,39.58,88.53,29.04,1.18,0.016,0.011,0.002,0.009,0.01,0.29,0.02,4.04
sastava007_Tech-Interview-Preparation,https://github.com/sastava007/Tech-Interview-Preparation,39.52,88.93,26.9,2.73,0.141,0.008,0.0,0.0,0.02,0.5,0.11,7.28
BBuf_Image-processing-algorithm-Speed,https://github.com/BBuf/Image-processing-algorithm-Speed,39.4,92.95,24.1,1.16,0.072,0.022,0.0,0.0,0.01,0.15,0.06,5.49
GPUOpen-ProfessionalCompute-Libraries_amdovx-core,https://github.com/GPUOpen-ProfessionalCompute-Libraries/amdovx-core,39.33,92.22,24.55,1.22,0.055,0.014,0.0,0.006,0.02,0.07,0.02,6.06
Erik-JS_masseffect-binkw32,https://github.com/Erik-JS/masseffect-binkw32,39.21,84.4,32.62,0.61,0.1,0.001,0.003,0.001,0.01,0.05,0.01,0.57
nvpro-samples_gl_ssao,https://github.com/nvpro-samples/gl_ssao,39.17,96.62,20.18,0.71,0.03,0.0,0.0,0.001,0.01,0.1,0.01,5.36
miao1007_Openwrt-NetKeeper,https://github.com/miao1007/Openwrt-NetKeeper,38.81,86.81,27.68,1.96,0.015,0.048,0.001,0.016,0.01,0.37,0.11,3.85
TonyChen56_ShellCodeFrame,https://github.com/TonyChen56/ShellCodeFrame,38.69,82.33,31.99,1.75,0.254,0.01,0.0,0.0,0.01,0.24,0.12,2.98
MJPA_SimpleJSON,https://github.com/MJPA/SimpleJSON,38.51,90.94,24.43,0.16,0.067,0.002,0.001,0.0,0.0,0.04,0.02,8.68
yanii_kitti-pcl,https://github.com/yanii/kitti-pcl,38.47,92.69,22.4,0.31,0.076,0.01,0.0,0.0,0.0,0.08,0.03,8.98
Wunkolo_qreverse,https://github.com/Wunkolo/qreverse,38.43,94.95,20.27,0.06,0.049,0.0,0.0,0.0,0.0,0.06,0.0,9.32
callmePicacho_Data-Structres,https://github.com/callmePicacho/Data-Structres,38.43,77.05,30.28,7.97,0.308,0.034,0.0,0.0,0.04,1.68,0.37,4.94
Phildo_expandpass,https://github.com/Phildo/expandpass,38.32,84.36,29.85,0.75,0.198,0.043,0.0,0.0,0.01,0.12,0.01,1.49
rpetrich_ldid,https://github.com/rpetrich/ldid,38.28,91.66,22.45,0.74,0.013,0.03,0.001,0.003,0.01,0.08,0.02,9.06
prclibo_kitti_eval,https://github.com/prclibo/kitti_eval,38.27,81.15,33.45,0.2,0.118,0.054,0.0,0.021,0.0,0.06,0.02,2.13
lilydjwg_swapview-rosetta,https://github.com/lilydjwg/swapview-rosetta,38.07,84.92,28.2,1.1,0.158,0.032,0.0,0.005,0.01,0.19,0.04,5.77
luguanxing_Cheating-Plugin-Program,https://github.com/luguanxing/Cheating-Plugin-Program,37.83,82.69,28.13,2.67,0.206,0.007,0.001,0.0,0.02,0.47,0.11,3.34
ZJULearning_efanna,https://github.com/ZJULearning/efanna,37.78,83.01,29.43,0.89,0.231,0.02,0.0,0.0,0.01,0.12,0.03,4.17
XingangPan_seg_label_generate,https://github.com/XingangPan/seg_label_generate,37.78,86.46,26.64,0.24,0.12,0.022,0.001,0.001,0.0,0.08,0.02,6.28
drNoob13_fisheyeStitcher,https://github.com/drNoob13/fisheyeStitcher,37.55,95.66,16.14,0.85,0.019,0.003,0.0,0.0,0.01,0.1,0.03,14.68
lihangleo2_RichEditTextCopyToutiao,https://github.com/lihangleo2/RichEditTextCopyToutiao,37.4,95.45,13.89,2.87,0.007,0.013,0.0,0.001,0.01,0.74,0.13,14.89
venshine_AppUninstall,https://github.com/venshine/AppUninstall,37.2,90.05,20.34,1.21,0.01,0.081,0.0,0.007,0.01,0.24,0.04,10.34
vivekanand44_codes-Youtube-videos,https://github.com/vivekanand44/codes-Youtube-videos,37.12,85.85,23.65,1.87,0.1,0.103,0.0,0.0,0.02,0.12,0.1,8.53
leverich_mutilate,https://github.com/leverich/mutilate,37.05,74.38,36.64,0.14,0.023,0.028,0.007,0.006,0.0,0.03,0.02,1.64
0x727_CloneX_0x727,https://github.com/0x727/CloneX_0x727,36.68,78.26,28.5,3.29,0.082,0.089,0.003,0.005,0.01,0.94,0.13,4.4
thunlp_NRE,https://github.com/thunlp/NRE,36.33,85.09,20.07,3.84,0.045,0.069,0.0,0.014,0.04,0.39,0.16,14.53
moderngpu_moderngpu,https://github.com/moderngpu/moderngpu,36.14,86.28,18.83,3.31,0.049,0.116,0.0,0.0,0.04,0.4,0.08,19.15
etormadiv_HostingCLR,https://github.com/etormadiv/HostingCLR,26.92,71.68,8.87,0.22,0.108,0.273,0.0,0.0,0.0,0.07,0.02,27.66
yanncam_exe2powershell,https://github.com/yanncam/exe2powershell,24.55,51.86,21.59,0.2,0.097,0.346,0.0,0.055,0.0,0.06,0.02,9.21
rigtorp_udpreplay,https://github.com/rigtorp/udpreplay,23.02,68.31,0.02,0.74,0.004,0.0,0.004,0.0,0.01,0.08,0.02,100.0
